group_id,question_title,url,answer_count,date_asked,group_representative,group_count,canonical_overlap,canonical_question_matched,similarity_score
245,"Unable to delete kubernetes loadbalancer, aksOutboundBackendPool are in use by virtual machine scale set",https://learn.microsoft.com/en-us/answers/questions/1160137/unable-to-delete-kubernetes-loadbalancer-aksoutbou,0,,"Unable to delete kubernetes loadbalancer, aksOutboundBackendPool are in use by virtual machine scale set",1,,,0
246,Application Gateway Merge.,https://learn.microsoft.com/en-us/answers/questions/1364899/application-gateway-merge,0,,Application Gateway Merge.,1,,,0
247,"How to solve LB issue with error code "" SubscriptionNotRegisteredForFeature"" (SLBAllowAdminStateChangeForConnectionDraining)",https://learn.microsoft.com/en-us/answers/questions/1372449/how-to-solve-lb-issue-with-error-code-subscription,0,,"How to solve LB issue with error code "" SubscriptionNotRegisteredForFeature"" (SLBAllowAdminStateChangeForConnectionDraining)",1,,,0
248,Priority-based inbound traffic rule on private Azure load balancer,https://learn.microsoft.com/en-us/answers/questions/1364266/priority-based-inbound-traffic-rule-on-private-azu,0,,Priority-based inbound traffic rule on private Azure load balancer,1,,,0
249,Best way to implement a Load Balancer for an existing VM running a web-application where users uploading files?,https://learn.microsoft.com/en-us/answers/questions/1368588/best-way-to-implement-a-load-balancer-for-an-exist,0,,Best way to implement a Load Balancer for an existing VM running a web-application where users uploading files?,1,,,0
250,Azure Premium Frontdoor linked to internal Load Balancer in front of Azure VM in private subnets not working,https://learn.microsoft.com/en-us/answers/questions/1360110/azure-premium-frontdoor-linked-to-internal-load-ba,0,,Azure Premium Frontdoor linked to internal Load Balancer in front of Azure VM in private subnets not working,1,,,0
251,track one connection in Azure Loadbalancer,https://learn.microsoft.com/en-us/answers/questions/1358881/track-one-connection-in-azure-loadbalancer,0,,track one connection in Azure Loadbalancer,1,,,0
252,AKSë¡ backend container imageë¥¼ deploy ë° serviceë¡ loadbalancerë¥¼ íì©íìëë° ì external ipë¡ ì ìì´ ìë ê¹?,https://learn.microsoft.com/en-us/answers/questions/1347050/aks-backend-container-image-deploy-service-loadbal,0,,AKSë¡ backend container imageë¥¼ deploy ë° serviceë¡ loadbalancerë¥¼ íì©íìëë° ì external ipë¡ ì ìì´ ìë ê¹?,1,,,0
253,Idle Timeout of Load Balancing Rules belonging to Standard SKU Load balancer linked to Kubernetes Cluster getting reset to default 4 minutes even after getting updated.,https://learn.microsoft.com/en-us/answers/questions/1350652/idle-timeout-of-load-balancing-rules-belonging-to,0,,Idle Timeout of Load Balancing Rules belonging to Standard SKU Load balancer linked to Kubernetes Cluster getting reset to default 4 minutes even after getting updated.,1,,,0
254,"NVA firewalls in availability set, how to prefer one over the other for outbound traffic",https://learn.microsoft.com/en-us/answers/questions/1352392/nva-firewalls-in-availability-set-how-to-prefer-on,0,,"NVA firewalls in availability set, how to prefer one over the other for outbound traffic",1,,,0
255,Azure Container Instance TCP connection interrupts,https://learn.microsoft.com/en-us/answers/questions/1343834/azure-container-instance-tcp-connection-interrupts,0,,Azure Container Instance TCP connection interrupts,1,,,0
256,Why automatically public ip is created to private aks cluster,https://learn.microsoft.com/en-us/answers/questions/1348150/why-automatically-public-ip-is-created-to-private,0,,Why automatically public ip is created to private aks cluster,1,,,0
257,How the load balancer works in two diffrenrnt vnet?,https://learn.microsoft.com/en-us/answers/questions/1343954/how-the-load-balancer-works-in-two-diffrenrnt-vnet,0,,How does the Load Balancer work with IPv6?,2,,,0
258,view azure Load balancer inbound/outbound connections,https://learn.microsoft.com/en-us/answers/questions/1340418/view-azure-load-balancer-inbound-outbound-connecti,0,,view azure Load balancer inbound/outbound connections,1,,,0
240,adding a 3rd VM to  Load balancer backend pool,https://learn.microsoft.com/en-us/answers/questions/1339008/adding-a-3rd-vm-to-load-balancer-backend-pool,0,,adding a 3rd VM to  Load balancer backend pool,5,,,0
259,is Graceful scale in possible in scale sets using azure load balancer,https://learn.microsoft.com/en-us/answers/questions/1339295/is-graceful-scale-in-possible-in-scale-sets-using,0,,is Graceful scale in possible in scale sets using azure load balancer,1,,,0
260,Load Balancer Backend Memebrs Health Status,https://learn.microsoft.com/en-us/answers/questions/1336684/load-balancer-backend-memebrs-health-status,0,,Load Balancer Backend Memebrs Health Status,1,,,0
261,Azure Firewall Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1331938/azure-firewall-load-balancer,0,,Azure Firewall Load Balancer,1,,,0
262,Traffic Manager on status degraded app go down.,https://learn.microsoft.com/en-us/answers/questions/1337575/traffic-manager-on-status-degraded-app-go-down,0,,Traffic Manager on status degraded app go down.,1,,,0
263,AKS Service mixes externalTrafficPolicy,https://learn.microsoft.com/en-us/answers/questions/1334581/aks-service-mixes-externaltrafficpolicy,0,,AKS Service mixes externalTrafficPolicy,1,,,0
264,NIC/virtual machine backend pool member in load balancer,https://learn.microsoft.com/en-us/answers/questions/393983/nic-virtual-machine-backend-pool-member-in-load-ba,0,,NIC/virtual machine backend pool member in load balancer,1,,,0
265,Azure front door not working with. private link service created by internal load balancer,https://learn.microsoft.com/en-us/answers/questions/1063160/azure-front-door-not-working-with-private-link-ser,0,,Azure front door not working with. private link service created by internal load balancer,1,,,0
266,Inbound connection stopped (website not accessible outside) after Firewall attachment to Subnet,https://learn.microsoft.com/en-us/answers/questions/1321004/inbound-connection-stopped-(website-not-accessible,0,,Inbound connection stopped (website not accessible outside) after Firewall attachment to Subnet,1,,,0
267,Can I disable idle timeouts in Azure's iLB (Internal Load Balancer)?,https://learn.microsoft.com/en-us/answers/questions/1320474/can-i-disable-idle-timeouts-in-azures-ilb-(interna,0,,Can I disable idle timeouts in Azure's iLB (Internal Load Balancer)?,1,,,0
77,about Azure load balancer redundancy.,https://learn.microsoft.com/en-us/answers/questions/1316954/about-azure-load-balancer-redundancy,0,,about Azure load balancer redundancy.,2,,,0
268,Azure Load Balancer - review / change routing preference,https://learn.microsoft.com/en-us/answers/questions/1306867/azure-load-balancer-review-change-routing-preferen,0,,Azure Load Balancer - review / change routing preference,1,,,0
269,Internal Load Balancer is doing asymmetric routing.,https://learn.microsoft.com/en-us/answers/questions/1184918/internal-load-balancer-is-doing-asymmetric-routing,0,,Internal Load Balancer is doing asymmetric routing.,1,,,0
270,Does adding more IP in Standard load balancer increase SNAT ports in AKS VMSS?,https://learn.microsoft.com/en-us/answers/questions/1294977/does-adding-more-ip-in-standard-load-balancer-incr,0,,Does adding more IP in Standard load balancer increase SNAT ports in AKS VMSS?,1,,,0
271,Any possibility that Azure can change the SNAT ip in managed Standard Load balancer?,https://learn.microsoft.com/en-us/answers/questions/1294971/any-possibility-that-azure-can-change-the-snat-ip,0,,Any possibility that Azure can change the SNAT ip in managed Standard Load balancer?,1,,,0
272,Unable to add new VM to LoadBalancer,https://learn.microsoft.com/en-us/answers/questions/1296788/unable-to-add-new-vm-to-loadbalancer,0,,Unable to add new VM to LoadBalancer,2,,,0
273,Does public ip created automatically by azure with standard sku AKS adds any cost?,https://learn.microsoft.com/en-us/answers/questions/1295528/does-public-ip-created-automatically-by-azure-with,0,,Does public ip created automatically by azure with standard sku AKS adds any cost?,1,,,0
274,Remove-AzLoadBalancerFrontendIpConfig doesn't work,https://learn.microsoft.com/en-us/answers/questions/1295575/remove-azloadbalancerfrontendipconfig-doesnt-work,0,,Remove-AzLoadBalancerFrontendIpConfig doesn't work,1,,,0
275,Requesting clarification on Baseline architecture for an AKS cluster,https://learn.microsoft.com/en-us/answers/questions/929766/requesting-clarification-on-baseline-architecture,0,,Requesting clarification on Baseline architecture for an AKS cluster,1,,,0
276,Can we forcefully keep one specific ip address for Internal load balancer?,https://learn.microsoft.com/en-us/answers/questions/1292055/can-we-forcefully-keep-one-specific-ip-address-for,0,,Can we forcefully keep one specific ip address for Internal load balancer?,1,,,0
277,Azure Load balancer logs -Diagnostic settings,https://learn.microsoft.com/en-us/answers/questions/1291539/azure-load-balancer-logs-diagnostic-settings,0,,Azure Load balancer logs -Diagnostic settings,1,,,0
189,Load balancer traffic redirection,https://learn.microsoft.com/en-us/answers/questions/1289937/load-balancer-traffic-redirection,0,,Load balancer traffic redirection,2,,,0
278,Inquiry about Migrating From Load Balancer SNAT to Nat Gateway,https://learn.microsoft.com/en-us/answers/questions/1192202/inquiry-about-migrating-from-load-balancer-snat-to,0,,Inquiry about Migrating From Load Balancer SNAT to Nat Gateway,1,,,0
279,Hi We have moved from Az Ext.LB to Az AGW.,https://learn.microsoft.com/en-us/answers/questions/1286599/hi-we-have-moved-from-az-ext-lb-to-az-agw,0,,Hi We have moved from Az Ext.LB to Az AGW.,1,,,0
280,How do I set network preference to use ISP when I send and receive data from Azure VM?,https://learn.microsoft.com/en-us/answers/questions/1286666/how-do-i-set-network-preference-to-use-isp-when-i,0,,How do I set network preference to use ISP when I send and receive data from Azure VM?,1,,,0
281,How to configure internal load balancer in Cloud Service Extended Support using bicep code,https://learn.microsoft.com/en-us/answers/questions/1280437/how-to-configure-internal-load-balancer-in-cloud-s,0,,How to configure internal load balancer in Cloud Service Extended Support using bicep code,1,,,0
282,"If I am using a load balancer with two Linux VMs, how can you set up a cronjob?",https://learn.microsoft.com/en-us/answers/questions/1281122/if-i-am-using-a-load-balancer-with-two-linux-vms-h,0,,"If I am using a load balancer with two Linux VMs, how can you set up a cronjob?",1,,,0
283,Issue with Cisco FTDv with Azure Gateway Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1245659/issue-with-cisco-ftdv-with-azure-gateway-load-bala,0,,Issue with Cisco FTDv with Azure Gateway Load Balancer,1,,,0
284,Should we delete the public IPs from VM in the backend pool of an internal LB,https://learn.microsoft.com/en-us/answers/questions/1195404/should-we-delete-the-public-ips-from-vm-in-the-bac,0,,Should we delete the public IPs from VM in the backend pool of an internal LB,1,,,0
285,Azure Internal Load Balancer support for SCTP,https://learn.microsoft.com/en-us/answers/questions/1282294/azure-internal-load-balancer-support-for-sctp,0,,Azure Internal Load Balancer support for SCTP,1,,,0
286,Floating IP enabled on Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1203555/floating-ip-enabled-on-load-balancer,0,,Floating IP enabled on Load Balancer,1,,,0
287,are availability sets required for azure LB skus: basic and standard,https://learn.microsoft.com/en-us/answers/questions/1196266/are-availability-sets-required-for-azure-lb-skus-b,0,,are availability sets required for azure LB skus: basic and standard,1,,,0
288,Internet access on vms in Internal Load Balancer pool?,https://learn.microsoft.com/en-us/answers/questions/37890/internet-access-on-vms-in-internal-load-balancer-p,0,,Internet access on vms in Internal Load Balancer pool?,1,,,0
289,Public Load Balancer - Not able to take RDP for a VM,https://learn.microsoft.com/en-us/answers/questions/1257593/public-load-balancer-not-able-to-take-rdp-for-a-vm,0,,Public Load Balancer - Not able to take RDP for a VM,1,,,0
290,I am unable to ping my Loadbalancer's public IP Address,https://learn.microsoft.com/en-us/answers/questions/1215140/i-am-unable-to-ping-my-loadbalancers-public-ip-add,0,,I am unable to ping my Loadbalancer's public IP Address,1,,,0
291,Setup VMSS to work with Total Sessions as a metric trigger,https://learn.microsoft.com/en-us/answers/questions/1215195/setup-vmss-to-work-with-total-sessions-as-a-metric,0,,Setup VMSS to work with Total Sessions as a metric trigger,1,,,0
292,"Azure Load Balancer , Time Mismatch issues",https://learn.microsoft.com/en-us/answers/questions/1196196/azure-load-balancer-time-mismatch-issues,0,,"Azure Load Balancer , Time Mismatch issues",1,,,0
293,ms azure load balacer(L4) and application gateway(L7) threshold,https://learn.microsoft.com/en-us/answers/questions/1221852/ms-azure-load-balacer(l4)-and-application-gateway(,0,,ms azure load balacer(L4) and application gateway(L7) threshold,1,,,0
294,Issues relating to standard internal Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1196252/issues-relating-to-standard-internal-load-balancer,0,,Issues relating to standard internal Load Balancer,1,,,0
295,I have two Internal Standard LB with the same configuration (Dev and Prod) but only one has outbound connectivity and the other is not working. Why is it happening?,https://learn.microsoft.com/en-us/answers/questions/1195068/i-have-two-internal-standard-lb-with-the-same-conf,0,,I have two Internal Standard LB with the same configuration (Dev and Prod) but only one has outbound connectivity and the other is not working. Why is it happening?,1,,,0
296,"I've upgraded kubernetes from 1.22.6 to 1.25.5, this required me to upgrade the ingress controller to latest version as it was incompatible before hand (1.1.2). As a result my connections to hosted applications failed with a gateway timeout.",https://learn.microsoft.com/en-us/answers/questions/1193934/ive-upgraded-kubernetes-from-1-22-6-to-1-25-5-this,0,,"I've upgraded kubernetes from 1.22.6 to 1.25.5, this required me to upgrade the ingress controller to latest version as it was incompatible before hand (1.1.2). As a result my connections to hosted applications failed with a gateway timeout.",1,,,0
297,Create inbound SNAT Rule,https://learn.microsoft.com/en-us/answers/questions/1193505/create-inbound-snat-rule,0,,Create inbound SNAT Rule,1,,,0
298,"I have created a standard (external) load balancer however, I am unable to make connection using FTP, connection could not be established.",https://learn.microsoft.com/en-us/answers/questions/1191324/i-have-created-a-standard-(external)-load-balancer,0,,"I have created a standard (external) load balancer however, I am unable to make connection using FTP, connection could not be established.",1,,,0
299,Exposing web servers to internet in Azure,https://learn.microsoft.com/en-us/answers/questions/1192260/exposing-web-servers-to-internet-in-azure,0,,Exposing web servers to internet in Azure,1,,,0
300,Load balancing On Premises Layer 4 ports(smtp) with Azure VM,https://learn.microsoft.com/en-us/answers/questions/1187935/load-balancing-on-premises-layer-4-ports(smtp)-wit,0,,Load balancing On Premises Layer 4 ports(smtp) with Azure VM,1,,,0
301,How to distribute traffic to applications running on multiple AKS clusters based on the URL context?,https://learn.microsoft.com/en-us/answers/questions/1191224/how-to-distribute-traffic-to-applications-running,0,,How to distribute traffic to applications running on multiple AKS clusters based on the URL context?,1,,,0
302,Unable to access IIS behind Basic Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1181260/unable-to-access-iis-behind-basic-load-balancer,0,,Unable to access IIS behind Basic Load Balancer,1,,,0
303,When the global load balancer will be generally available?,https://learn.microsoft.com/en-us/answers/questions/1189863/when-the-global-load-balancer-will-be-generally-av,0,,When the global load balancer will be generally available?,1,,,0
304,Is it possible to apply WAF for a TCP listener service running inside an AKS cluster?,https://learn.microsoft.com/en-us/answers/questions/1188160/is-it-possible-to-apply-waf-for-a-tcp-listener-ser,0,,Is it possible to apply WAF for a TCP listener service running inside an AKS cluster?,1,,,0
305,how to get a server to talk out only on one firewall that is part of an Active Active group,https://learn.microsoft.com/en-us/answers/questions/1181066/how-to-get-a-server-to-talk-out-only-on-one-firewa,0,,how to get a server to talk out only on one firewall that is part of an Active Active group,1,,,0
306,Restrict user to only access cross regional load balancer IP and not child regional load balancer IPs,https://learn.microsoft.com/en-us/answers/questions/1187286/restrict-user-to-only-access-cross-regional-load-b,0,,Restrict user to only access cross regional load balancer IP and not child regional load balancer IPs,1,,,0
307,Can VMs in backend pool of load balancer have public IPs,https://learn.microsoft.com/en-us/answers/questions/1168075/can-vms-in-backend-pool-of-load-balancer-have-publ,0,,Can VMs in backend pool of load balancer have public IPs,1,,,0
308,Default Container Apps Balancer algorithm,https://learn.microsoft.com/en-us/answers/questions/1182709/default-container-apps-balancer-algorithm,0,,Default Container Apps Balancer algorithm,1,,,0
309,How to check the Specific vm is part of Load balancer ?,https://learn.microsoft.com/en-us/answers/questions/1186442/how-to-check-the-specific-vm-is-part-of-load-balan,0,,How to check the Specific vm is part of Load balancer ?,1,,,0
310,Azure cloudflare DNS/CDN alternative,https://learn.microsoft.com/en-us/answers/questions/1183710/azure-cloudflare-dns-cdn-alternative,0,,Azure cloudflare DNS/CDN alternative,1,,,0
311,How I can use Load Balancer as High availability setup.,https://learn.microsoft.com/en-us/answers/questions/1183893/how-i-can-use-load-balancer-as-high-availability-s,0,,How I can use Load Balancer as High availability setup.,1,,,0
312,I can't see the price of the load balancer standard size in the azure price caculator.,https://learn.microsoft.com/en-us/answers/questions/1183540/i-cant-see-the-price-of-the-load-balancer-standard,0,,I can't see the price of the load balancer standard size in the azure price caculator.,1,,,0
313,Firewall recommended for Azure Static Web Apps,https://learn.microsoft.com/en-us/answers/questions/802959/firewall-recommended-for-azure-static-web-apps,0,,Firewall recommended for Azure Static Web Apps,1,,,0
44,ERR_CONNECTION_TIMED_OUT after upgrade from a basic public to standard public load balancer,https://learn.microsoft.com/en-us/answers/questions/1181694/err-connection-timed-out-after-upgrade-from-a-basi,0,,ERR_CONNECTION_TIMED_OUT after upgrade from a basic public to standard public load balancer,2,,,0
314,How do I whitelist a single IP and restrict internet traffic to a web role at a Cloud Service extended support,https://learn.microsoft.com/en-us/answers/questions/1181728/how-do-i-whitelist-a-single-ip-and-restrict-intern,0,,How do I whitelist a single IP and restrict internet traffic to a web role at a Cloud Service extended support,1,,,0
315,Azure basic_LB connectivity issue,https://learn.microsoft.com/en-us/answers/questions/1180840/azure-basic-lb-connectivity-issue,0,,Azure basic_LB connectivity issue,1,,,0
316,To Evenly distribute incoming WEBSITE requests across a farm of Azure App VMs,https://learn.microsoft.com/en-us/answers/questions/1181732/to-evenly-distribute-incoming-website-requests-acr,0,,To Evenly distribute incoming WEBSITE requests across a farm of Azure App VMs,1,,,0
317,VM scaleset with basic public loadbalancer,https://learn.microsoft.com/en-us/answers/questions/1131443/vm-scaleset-with-basic-public-loadbalancer,0,,VM scaleset with basic public loadbalancer,1,,,0
318,Limits and right choice of load balancers,https://learn.microsoft.com/en-us/answers/questions/1179107/limits-and-right-choice-of-load-balancers,0,,Limits and right choice of load balancers,1,,,0
319,Azure load balancer and internal IP of NVA,https://learn.microsoft.com/en-us/answers/questions/1179325/azure-load-balancer-and-internal-ip-of-nva,0,,Azure load balancer and internal IP of NVA,1,,,0
320,VMSS automatic instance repairs doesn't work with Load balancers health probe,https://learn.microsoft.com/en-us/answers/questions/1167264/vmss-automatic-instance-repairs-doesnt-work-with-l,0,,VMSS automatic instance repairs doesn't work with Load balancers health probe,1,,,0
321,AKS outbound long running request hanging,https://learn.microsoft.com/en-us/answers/questions/1166311/aks-outbound-long-running-request-hanging,0,,AKS outbound long running request hanging,1,,,0
240,Not able to two vms in backend pool while creating Load Balancer in Azure.,https://learn.microsoft.com/en-us/answers/questions/1163600/not-able-to-two-vms-in-backend-pool-while-creating,0,,adding a 3rd VM to  Load balancer backend pool,5,,,0
322,how to fail over from primary LB to secondary LB using traffic manager,https://learn.microsoft.com/en-us/answers/questions/1162832/how-to-fail-over-from-primary-lb-to-secondary-lb-u,0,,how to fail over from primary LB to secondary LB using traffic manager,1,,,0
323,How to fix Load balancer and AKS connection issues,https://learn.microsoft.com/en-us/answers/questions/1161356/how-to-fix-load-balancer-and-aks-connection-issues,0,,How to fix Load balancer and AKS connection issues,1,,,0
324,(2) AKS clusters front-ended by Azure Traffic Manager to quickly\easily recovery from a Kubernetes upgrade gone bad,https://learn.microsoft.com/en-us/answers/questions/1161343/(2)-aks-clusters-front-ended-by-azure-traffic-mana,0,,(2) AKS clusters front-ended by Azure Traffic Manager to quickly\easily recovery from a Kubernetes upgrade gone bad,1,,,0
52,Gateway Load balancer with palo alto.,https://learn.microsoft.com/en-us/answers/questions/1157368/gateway-load-balancer-with-palo-alto,0,,Azure Gateway Load Balancer,3,,,0
325,Client to internal load balancer connectivity without public load balancer?,https://learn.microsoft.com/en-us/answers/questions/1128917/client-to-internal-load-balancer-connectivity-with,0,,Client to internal load balancer connectivity without public load balancer?,1,,,0
14,Creating Azure Firewall with Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1151918/creating-azure-firewall-with-load-balancer,0,,I Can't create Azure Load Balancer,2,,,0
326,How big is Azure Load Balancer UDP idle timeout?,https://learn.microsoft.com/en-us/answers/questions/1139028/how-big-is-azure-load-balancer-udp-idle-timeout,0,,How big is Azure Load Balancer UDP idle timeout?,1,,,0
327,"two firewalls, two regions, internal load balancer and traffic flow for spokes using UDR.  How to protect for region outage?",https://learn.microsoft.com/en-us/answers/questions/1146734/two-firewalls-two-regions-internal-load-balancer-a,0,,"two firewalls, two regions, internal load balancer and traffic flow for spokes using UDR.  How to protect for region outage?",1,,,0
328,Number of Load balacing rule,https://learn.microsoft.com/en-us/answers/questions/1145397/number-of-load-balacing-rule,0,,Number of Load balacing rule,1,,,0
329,Is there any way of blocking access to a server via IP?,https://learn.microsoft.com/en-us/answers/questions/1131907/is-there-any-way-of-blocking-access-to-a-server-vi,0,,Is there any way of blocking access to a server via IP?,1,,,0
330,AzureLoadBalancer allow all traffic to vnet,https://learn.microsoft.com/en-us/answers/questions/1131751/azureloadbalancer-allow-all-traffic-to-vnet,0,,AzureLoadBalancer allow all traffic to vnet,1,,,0
331,Azure 3-Tier Architecture routing,https://learn.microsoft.com/en-us/answers/questions/1130459/azure-3-tier-architecture-routing,0,,Azure 3-Tier Architecture routing,1,,,0
332,Inbound and Outbound same direction - External Load balancer,https://learn.microsoft.com/en-us/answers/questions/1125366/inbound-and-outbound-same-direction-external-load,0,,Inbound and Outbound same direction - External Load balancer,1,,,0
333,AzureLoadBalancer,https://learn.microsoft.com/en-us/answers/questions/1123967/azureloadbalancer,0,,AzureLoadBalancer,1,,,0
334,App Gateway + Load Balancer - When to use them together ?,https://learn.microsoft.com/en-us/answers/questions/1121824/app-gateway-load-balancer-when-to-use-them-togethe,0,,App Gateway + Load Balancer - When to use them together ?,1,,,0
335,Load Balancer balancing behavior,https://learn.microsoft.com/en-us/answers/questions/1069610/load-balancer-balancing-behavior,0,,Load Balancer balancing behavior,1,,,0
336,Gateway LB with iLB as a passthrough forcing all packets in/out through NVA,https://learn.microsoft.com/en-us/answers/questions/1113206/gateway-lb-with-ilb-as-a-passthrough-forcing-all-p,0,,Gateway LB with iLB as a passthrough forcing all packets in/out through NVA,1,,,0
337,failover of VPN gateway to next region using Traffic manager / Azure Global Load Balancer.,https://learn.microsoft.com/en-us/answers/questions/1100028/failover-of-vpn-gateway-to-next-region-using-traff,0,,failover of VPN gateway to next region using Traffic manager / Azure Global Load Balancer.,1,,,0
338,Azure Rest API for retail price,https://learn.microsoft.com/en-us/answers/questions/1064982/azure-rest-api-for-retail-price,0,,Azure Rest API for retail price,1,,,0
339,Azure Hub and Spoke Topology - Where to locate VMs with Public IP,https://learn.microsoft.com/en-us/answers/questions/1094924/azure-hub-and-spoke-topology-where-to-locate-vms-w,0,,Azure Hub and Spoke Topology - Where to locate VMs with Public IP,1,,,0
340,Azure load balancer backend pools stuck in Stopped (Deallocated) state,https://learn.microsoft.com/en-us/answers/questions/1079129/azure-load-balancer-backend-pools-stuck-in-stopped,0,,Azure load balancer backend pools stuck in Stopped (Deallocated) state,1,,,0
341,load balancer don't public website https,https://learn.microsoft.com/en-us/answers/questions/1061636/load-balancer-dont-public-website-https,0,,load balancer don't public website https,1,,,0
342,Not able to add backend to the Load balancer,https://learn.microsoft.com/en-us/answers/questions/1067378/not-able-to-add-backend-to-the-load-balancer,0,,Not able to add backend to the Load balancer,1,,,0
343,aks load balancer with ip prefix and fixed public ip,https://learn.microsoft.com/en-us/answers/questions/1050958/aks-load-balancer-with-ip-prefix-and-fixed-public,0,,aks load balancer with ip prefix and fixed public ip,1,,,0
344,Load Balancer is not sending CEF messages to Syslog Collectors received from Source but Sending Syslog messages,https://learn.microsoft.com/en-us/answers/questions/773057/load-balancer-is-not-sending-cef-messages-to-syslo,0,,Load Balancer is not sending CEF messages to Syslog Collectors received from Source but Sending Syslog messages,1,,,0
345,Changing only the IP allocation method of Load Balancer Service in AKS doesn't work,https://learn.microsoft.com/en-us/answers/questions/1048447/changing-only-the-ip-allocation-method-of-load-bal,0,,Changing only the IP allocation method of Load Balancer Service in AKS doesn't work,1,,,0
346,Powershell script for exporting LB configuration,https://learn.microsoft.com/en-us/answers/questions/1036144/powershell-script-for-exporting-lb-configuration,0,,Powershell script for exporting LB configuration,1,,,0
347,Why is Load balancer only sending traffic to some healthy VMs?,https://learn.microsoft.com/en-us/answers/questions/1040214/why-is-load-balancer-only-sending-traffic-to-some,0,,Why is Load balancer only sending traffic to some healthy VMs?,1,,,0
348,Azure  vms are not able to fetch the Public IP address of the Public Load balancer,https://learn.microsoft.com/en-us/answers/questions/1021985/azure-vms-are-not-able-to-fetch-the-public-ip-addr,0,,Azure  vms are not able to fetch the Public IP address of the Public Load balancer,1,,,0
349,Latency Issues with file uploads,https://learn.microsoft.com/en-us/answers/questions/1011473/latency-issues-with-file-uploads,0,,Latency Issues with file uploads,1,,,0
350,Question about free services,https://learn.microsoft.com/en-us/answers/questions/1011474/question-about-free-services,0,,Question about free services,1,,,0
351,Azure forcing to create a Standard LB instead of Basic LB.,https://learn.microsoft.com/en-us/answers/questions/1001585/azure-forcing-to-create-a-standard-lb-instead-of-b,0,,Azure forcing to create a Standard LB instead of Basic LB.,1,,,0
240,Azure Basic load balancer fails to add a VM scale set as backend pool,https://learn.microsoft.com/en-us/answers/questions/943041/azure-basic-load-balancer-fails-to-add-a-vm-scale,0,,adding a 3rd VM to  Load balancer backend pool,5,,,0
352,How to monitor traffic between each blade in Azure Load Balancer during load test ?,https://learn.microsoft.com/en-us/answers/questions/1001908/how-to-monitor-traffic-between-each-blade-in-azure,0,,How to monitor traffic between each blade in Azure Load Balancer during load test ?,1,,,0
353,"Azure External Load balancer - Want to Add Outbound rule , but the ""Backend Pool"" blackout ?!! Not able to input it ?!",https://learn.microsoft.com/en-us/answers/questions/980958/azure-external-load-balancer-want-to-add-outbound,0,,"Azure External Load balancer - Want to Add Outbound rule , but the ""Backend Pool"" blackout ?!! Not able to input it ?!",1,,,0
354,how long azure ilb keep the session afinity if i enabled 3 tulple hashing,https://learn.microsoft.com/en-us/answers/questions/982690/how-long-azure-ilb-keep-the-session-afinity-if-i-e,0,,how long azure ilb keep the session afinity if i enabled 3 tulple hashing,1,,,0
355,How does Load Balancer redirect request flow to HTTPS service,https://learn.microsoft.com/en-us/answers/questions/982496/how-does-load-balancer-redirect-request-flow-to-ht,0,,How does Load Balancer redirect request flow to HTTPS service,1,,,0
356,DNS Internal Resolution public Ip,https://learn.microsoft.com/en-us/answers/questions/980834/dns-internal-resolution-public-ip,0,,DNS Internal Resolution public Ip,1,,,0
357,How to access backend load balancer Vms with port 443.,https://learn.microsoft.com/en-us/answers/questions/966752/how-to-access-backend-load-balancer-vms-with-port,0,,How to access backend load balancer Vms with port 443.,1,,,0
358,Azure environments,https://learn.microsoft.com/en-us/answers/questions/955578/azure-environments,0,,Azure environments,1,,,0
359,Is there an azure service that is able to find an optimum connection to the server from two endpoints?,https://learn.microsoft.com/en-us/answers/questions/952491/is-there-an-azure-service-that-is-able-to-find-an,0,,Is there an azure service that is able to find an optimum connection to the server from two endpoints?,1,,,0
360,Probe interval tuning,https://learn.microsoft.com/en-us/answers/questions/943427/probe-interval-tuning,0,,Probe interval tuning,1,,,0
361,NAT Gateway Configuration for azure Internal load balancer,https://learn.microsoft.com/en-us/answers/questions/947405/nat-gateway-configuration-for-azure-internal-load,0,,NAT Gateway Configuration for azure Internal load balancer,1,,,0
362,Azure Front Door: How to handle private links to multiple origins on VMs,https://learn.microsoft.com/en-us/answers/questions/944507/azure-front-door-how-to-handle-private-links-to-mu,0,,Azure Front Door: How to handle private links to multiple origins on VMs,1,,,0
363,How to create cloned/duplicated networks with same IP Addresses,https://learn.microsoft.com/en-us/answers/questions/944911/how-to-create-cloned-duplicated-networks-with-same,0,,How to create cloned/duplicated networks with same IP Addresses,1,,,0
364,update annotation azure-dns-label-name of azure load balance service,https://learn.microsoft.com/en-us/answers/questions/904421/update-annotation-azure-dns-label-name-of-azure-lo,0,,update annotation azure-dns-label-name of azure load balance service,1,,,0
224,BYOIP & Cross Region Load Balancing,https://learn.microsoft.com/en-us/answers/questions/933840/byoip-cross-region-load-balancing,0,,Cross Region Load Balancer,2,,,0
