group_id,question,question_summary,group_count,sample_url
258,view azure Load balancer inbound/outbound connections,What is view azure Load balancer inbound/outbound connections?,1,https://learn.microsoft.com/en-us/answers/questions/1340418/view-azure-load-balancer-inbound-outbound-connecti
259,is Graceful scale in possible in scale sets using azure load balancer,is Graceful scale in possible in scale sets using azure load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1339295/is-graceful-scale-in-possible-in-scale-sets-using
260,Load Balancer Backend Memebrs Health Status,What is Load Balancer Backend Memebrs Health Status?,1,https://learn.microsoft.com/en-us/answers/questions/1336684/load-balancer-backend-memebrs-health-status
261,Azure Firewall Load Balancer,What is Azure Firewall Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1331938/azure-firewall-load-balancer
262,Traffic Manager on status degraded app go down.,How do I traffic Manager on status degraded app go down?,1,https://learn.microsoft.com/en-us/answers/questions/1337575/traffic-manager-on-status-degraded-app-go-down
263,AKS Service mixes externalTrafficPolicy,What is AKS Service mixes externalTrafficPolicy?,1,https://learn.microsoft.com/en-us/answers/questions/1334581/aks-service-mixes-externaltrafficpolicy
264,NIC/virtual machine backend pool member in load balancer,How do I nIC/virtual machine backend pool member in load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/393983/nic-virtual-machine-backend-pool-member-in-load-ba
265,Azure front door not working with. private link service created by internal load balancer,How do I resolve: Azure front door not working with. private link service created by internal load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1063160/azure-front-door-not-working-with-private-link-ser
266,Inbound connection stopped (website not accessible outside) after Firewall attachment to Subnet,How do I inbound connection stopped (website not accessible outside) after Firewall attachment to Subnet?,1,https://learn.microsoft.com/en-us/answers/questions/1321004/inbound-connection-stopped-(website-not-accessible
267,Can I disable idle timeouts in Azure's iLB (Internal Load Balancer)?,Can I disable idle timeouts in Azure's iLB (Internal Load Balancer)?,1,https://learn.microsoft.com/en-us/answers/questions/1320474/can-i-disable-idle-timeouts-in-azures-ilb-(interna
268,Azure Load Balancer - review / change routing preference,How do I azure Load Balancer - review / change routing preference?,1,https://learn.microsoft.com/en-us/answers/questions/1306867/azure-load-balancer-review-change-routing-preferen
269,Internal Load Balancer is doing asymmetric routing.,How do I internal Load Balancer is doing asymmetric routing?,1,https://learn.microsoft.com/en-us/answers/questions/1184918/internal-load-balancer-is-doing-asymmetric-routing
270,Does adding more IP in Standard load balancer increase SNAT ports in AKS VMSS?,Does adding more IP in Standard load balancer increase SNAT ports in AKS VMSS?,1,https://learn.microsoft.com/en-us/answers/questions/1294977/does-adding-more-ip-in-standard-load-balancer-incr
271,Any possibility that Azure can change the SNAT ip in managed Standard Load balancer?,Any possibility that Azure can change the SNAT ip in managed Standard Load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1294971/any-possibility-that-azure-can-change-the-snat-ip
273,Does public ip created automatically by azure with standard sku AKS adds any cost?,Does public ip created automatically by azure with standard sku AKS adds any cost?,1,https://learn.microsoft.com/en-us/answers/questions/1295528/does-public-ip-created-automatically-by-azure-with
274,Remove-AzLoadBalancerFrontendIpConfig doesn't work,How do I resolve: Remove-AzLoadBalancerFrontendIpConfig doesn't work?,1,https://learn.microsoft.com/en-us/answers/questions/1295575/remove-azloadbalancerfrontendipconfig-doesnt-work
275,Requesting clarification on Baseline architecture for an AKS cluster,How do I requesting clarification on Baseline architecture for an AKS cluster?,1,https://learn.microsoft.com/en-us/answers/questions/929766/requesting-clarification-on-baseline-architecture
276,Can we forcefully keep one specific ip address for Internal load balancer?,Can we forcefully keep one specific ip address for Internal load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1292055/can-we-forcefully-keep-one-specific-ip-address-for
277,Azure Load balancer logs -Diagnostic settings,What is Azure Load balancer logs -Diagnostic settings?,1,https://learn.microsoft.com/en-us/answers/questions/1291539/azure-load-balancer-logs-diagnostic-settings
278,Inquiry about Migrating From Load Balancer SNAT to Nat Gateway,How do I inquiry about Migrating From Load Balancer SNAT to Nat Gateway?,1,https://learn.microsoft.com/en-us/answers/questions/1192202/inquiry-about-migrating-from-load-balancer-snat-to
279,Hi We have moved from Az Ext.LB to Az AGW.,How do I hi We have moved from Az Ext.LB to Az AGW?,1,https://learn.microsoft.com/en-us/answers/questions/1286599/hi-we-have-moved-from-az-ext-lb-to-az-agw
280,How do I set network preference to use ISP when I send and receive data from Azure VM?,How do I set network preference to use ISP when I send and receive data from Azure VM?,1,https://learn.microsoft.com/en-us/answers/questions/1286666/how-do-i-set-network-preference-to-use-isp-when-i
281,How to configure internal load balancer in Cloud Service Extended Support using bicep code,How to configure internal load balancer in Cloud Service Extended Support using bicep code?,1,https://learn.microsoft.com/en-us/answers/questions/1280437/how-to-configure-internal-load-balancer-in-cloud-s
282,"If I am using a load balancer with two Linux VMs, how can you set up a cronjob?","If I am using a load balancer with two Linux VMs, how can you set up a cronjob?",1,https://learn.microsoft.com/en-us/answers/questions/1281122/if-i-am-using-a-load-balancer-with-two-linux-vms-h
283,Issue with Cisco FTDv with Azure Gateway Load Balancer,How do I resolve: Issue with Cisco FTDv with Azure Gateway Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1245659/issue-with-cisco-ftdv-with-azure-gateway-load-bala
284,Should we delete the public IPs from VM in the backend pool of an internal LB,Should we delete the public IPs from VM in the backend pool of an internal LB?,1,https://learn.microsoft.com/en-us/answers/questions/1195404/should-we-delete-the-public-ips-from-vm-in-the-bac
285,Azure Internal Load Balancer support for SCTP,What is Azure Internal Load Balancer support for SCTP?,1,https://learn.microsoft.com/en-us/answers/questions/1282294/azure-internal-load-balancer-support-for-sctp
286,Floating IP enabled on Load Balancer,What is Floating IP enabled on Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1203555/floating-ip-enabled-on-load-balancer
287,are availability sets required for azure LB skus: basic and standard,are availability sets required for azure LB skus: basic and standard?,1,https://learn.microsoft.com/en-us/answers/questions/1196266/are-availability-sets-required-for-azure-lb-skus-b
288,Internet access on vms in Internal Load Balancer pool?,Internet access on vms in Internal Load Balancer pool?,1,https://learn.microsoft.com/en-us/answers/questions/37890/internet-access-on-vms-in-internal-load-balancer-p
289,Public Load Balancer - Not able to take RDP for a VM,How do I public Load Balancer - Not able to take RDP for a VM?,1,https://learn.microsoft.com/en-us/answers/questions/1257593/public-load-balancer-not-able-to-take-rdp-for-a-vm
290,I am unable to ping my Loadbalancer's public IP Address,How do I resolve: I am unable to ping my Loadbalancer's public IP Address?,1,https://learn.microsoft.com/en-us/answers/questions/1215140/i-am-unable-to-ping-my-loadbalancers-public-ip-add
291,Setup VMSS to work with Total Sessions as a metric trigger,How do I setup VMSS to work with Total Sessions as a metric trigger?,1,https://learn.microsoft.com/en-us/answers/questions/1215195/setup-vmss-to-work-with-total-sessions-as-a-metric
292,"Azure Load Balancer , Time Mismatch issues","How do I resolve: Azure Load Balancer , Time Mismatch issues?",1,https://learn.microsoft.com/en-us/answers/questions/1196196/azure-load-balancer-time-mismatch-issues
293,ms azure load balacer(L4) and application gateway(L7) threshold,How do I ms azure load balacer(L4) and application gateway(L7) threshold?,1,https://learn.microsoft.com/en-us/answers/questions/1221852/ms-azure-load-balacer(l4)-and-application-gateway(
294,Issues relating to standard internal Load Balancer,How do I resolve: Issues relating to standard internal Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1196252/issues-relating-to-standard-internal-load-balancer
295,I have two Internal Standard LB with the same configuration (Dev and Prod) but only one has outbound connectivity and the other is not working. Why is it happening?,I have two Internal Standard LB with the same configuration (Dev and Prod) but only one has outbound connectivity and the other is not working. Why is it happening?,1,https://learn.microsoft.com/en-us/answers/questions/1195068/i-have-two-internal-standard-lb-with-the-same-conf
296,"I've upgraded kubernetes from 1.22.6 to 1.25.5, this required me to upgrade the ingress controller to latest version as it was incompatible before hand (1.1.2). As a result my connections to hosted applications failed with a gateway timeout.","How do I resolve: I've upgraded kubernetes from 1.22.6 to 1.25.5, this required me to upgrade the ingress controller to latest version as it was incompatible before hand (1.1.2). As a result my connections to hosted applications failed with a gateway timeout?",1,https://learn.microsoft.com/en-us/answers/questions/1193934/ive-upgraded-kubernetes-from-1-22-6-to-1-25-5-this
297,Create inbound SNAT Rule,What is Create inbound SNAT Rule?,1,https://learn.microsoft.com/en-us/answers/questions/1193505/create-inbound-snat-rule
298,"I have created a standard (external) load balancer however, I am unable to make connection using FTP, connection could not be established.","How do I resolve: I have created a standard (external) load balancer however, I am unable to make connection using FTP, connection could not be established?",1,https://learn.microsoft.com/en-us/answers/questions/1191324/i-have-created-a-standard-(external)-load-balancer
299,Exposing web servers to internet in Azure,What is Exposing web servers to internet in Azure?,1,https://learn.microsoft.com/en-us/answers/questions/1192260/exposing-web-servers-to-internet-in-azure
300,Load balancing On Premises Layer 4 ports(smtp) with Azure VM,How do I load balancing On Premises Layer 4 ports(smtp) with Azure VM?,1,https://learn.microsoft.com/en-us/answers/questions/1187935/load-balancing-on-premises-layer-4-ports(smtp)-wit
301,How to distribute traffic to applications running on multiple AKS clusters based on the URL context?,How to distribute traffic to applications running on multiple AKS clusters based on the URL context?,1,https://learn.microsoft.com/en-us/answers/questions/1191224/how-to-distribute-traffic-to-applications-running
302,Unable to access IIS behind Basic Load Balancer,How do I resolve: Unable to access IIS behind Basic Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1181260/unable-to-access-iis-behind-basic-load-balancer
303,When the global load balancer will be generally available?,When the global load balancer will be generally available?,1,https://learn.microsoft.com/en-us/answers/questions/1189863/when-the-global-load-balancer-will-be-generally-av
304,Is it possible to apply WAF for a TCP listener service running inside an AKS cluster?,Is it possible to apply WAF for a TCP listener service running inside an AKS cluster?,1,https://learn.microsoft.com/en-us/answers/questions/1188160/is-it-possible-to-apply-waf-for-a-tcp-listener-ser
305,how to get a server to talk out only on one firewall that is part of an Active Active group,how to get a server to talk out only on one firewall that is part of an Active Active group?,1,https://learn.microsoft.com/en-us/answers/questions/1181066/how-to-get-a-server-to-talk-out-only-on-one-firewa
306,Restrict user to only access cross regional load balancer IP and not child regional load balancer IPs,How do I restrict user to only access cross regional load balancer IP and not child regional load balancer IPs?,1,https://learn.microsoft.com/en-us/answers/questions/1187286/restrict-user-to-only-access-cross-regional-load-b
307,Can VMs in backend pool of load balancer have public IPs,Can VMs in backend pool of load balancer have public IPs?,1,https://learn.microsoft.com/en-us/answers/questions/1168075/can-vms-in-backend-pool-of-load-balancer-have-publ
308,Default Container Apps Balancer algorithm,What is Default Container Apps Balancer algorithm?,1,https://learn.microsoft.com/en-us/answers/questions/1182709/default-container-apps-balancer-algorithm
309,How to check the Specific vm is part of Load balancer ?,How to check the Specific vm is part of Load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1186442/how-to-check-the-specific-vm-is-part-of-load-balan
310,Azure cloudflare DNS/CDN alternative,What is Azure cloudflare DNS/CDN alternative?,1,https://learn.microsoft.com/en-us/answers/questions/1183710/azure-cloudflare-dns-cdn-alternative
311,How I can use Load Balancer as High availability setup.,How I can use Load Balancer as High availability setup?,1,https://learn.microsoft.com/en-us/answers/questions/1183893/how-i-can-use-load-balancer-as-high-availability-s
312,I can't see the price of the load balancer standard size in the azure price caculator.,How do I i can't see the price of the load balancer standard size in the azure price caculator?,1,https://learn.microsoft.com/en-us/answers/questions/1183540/i-cant-see-the-price-of-the-load-balancer-standard
313,Firewall recommended for Azure Static Web Apps,What is Firewall recommended for Azure Static Web Apps?,1,https://learn.microsoft.com/en-us/answers/questions/802959/firewall-recommended-for-azure-static-web-apps
314,How do I whitelist a single IP and restrict internet traffic to a web role at a Cloud Service extended support,How do I whitelist a single IP and restrict internet traffic to a web role at a Cloud Service extended support?,1,https://learn.microsoft.com/en-us/answers/questions/1181728/how-do-i-whitelist-a-single-ip-and-restrict-intern
315,Azure basic_LB connectivity issue,How do I resolve: Azure basic_LB connectivity issue?,1,https://learn.microsoft.com/en-us/answers/questions/1180840/azure-basic-lb-connectivity-issue
316,To Evenly distribute incoming WEBSITE requests across a farm of Azure App VMs,How do I to Evenly distribute incoming WEBSITE requests across a farm of Azure App VMs?,1,https://learn.microsoft.com/en-us/answers/questions/1181732/to-evenly-distribute-incoming-website-requests-acr
317,VM scaleset with basic public loadbalancer,What is VM scaleset with basic public loadbalancer?,1,https://learn.microsoft.com/en-us/answers/questions/1131443/vm-scaleset-with-basic-public-loadbalancer
318,Limits and right choice of load balancers,What is Limits and right choice of load balancers?,1,https://learn.microsoft.com/en-us/answers/questions/1179107/limits-and-right-choice-of-load-balancers
319,Azure load balancer and internal IP of NVA,How do I azure load balancer and internal IP of NVA?,1,https://learn.microsoft.com/en-us/answers/questions/1179325/azure-load-balancer-and-internal-ip-of-nva
320,VMSS automatic instance repairs doesn't work with Load balancers health probe,How do I resolve: VMSS automatic instance repairs doesn't work with Load balancers health probe?,1,https://learn.microsoft.com/en-us/answers/questions/1167264/vmss-automatic-instance-repairs-doesnt-work-with-l
321,AKS outbound long running request hanging,What is AKS outbound long running request hanging?,1,https://learn.microsoft.com/en-us/answers/questions/1166311/aks-outbound-long-running-request-hanging
322,how to fail over from primary LB to secondary LB using traffic manager,how to fail over from primary LB to secondary LB using traffic manager?,1,https://learn.microsoft.com/en-us/answers/questions/1162832/how-to-fail-over-from-primary-lb-to-secondary-lb-u
323,How to fix Load balancer and AKS connection issues,How to fix Load balancer and AKS connection issues?,1,https://learn.microsoft.com/en-us/answers/questions/1161356/how-to-fix-load-balancer-and-aks-connection-issues
324,(2) AKS clusters front-ended by Azure Traffic Manager to quickly\easily recovery from a Kubernetes upgrade gone bad,How do I (2) AKS clusters front-ended by Azure Traffic Manager to quickly\easily recovery from a Kubernetes upgrade gone bad?,1,https://learn.microsoft.com/en-us/answers/questions/1161343/(2)-aks-clusters-front-ended-by-azure-traffic-mana
325,Client to internal load balancer connectivity without public load balancer?,Client to internal load balancer connectivity without public load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1128917/client-to-internal-load-balancer-connectivity-with
326,How big is Azure Load Balancer UDP idle timeout?,How big is Azure Load Balancer UDP idle timeout?,1,https://learn.microsoft.com/en-us/answers/questions/1139028/how-big-is-azure-load-balancer-udp-idle-timeout
327,"two firewalls, two regions, internal load balancer and traffic flow for spokes using UDR.  How to protect for region outage?","two firewalls, two regions, internal load balancer and traffic flow for spokes using UDR.  How to protect for region outage?",1,https://learn.microsoft.com/en-us/answers/questions/1146734/two-firewalls-two-regions-internal-load-balancer-a
328,Number of Load balacing rule,What is Number of Load balacing rule?,1,https://learn.microsoft.com/en-us/answers/questions/1145397/number-of-load-balacing-rule
329,Is there any way of blocking access to a server via IP?,Is there any way of blocking access to a server via IP?,1,https://learn.microsoft.com/en-us/answers/questions/1131907/is-there-any-way-of-blocking-access-to-a-server-vi
330,AzureLoadBalancer allow all traffic to vnet,What is AzureLoadBalancer allow all traffic to vnet?,1,https://learn.microsoft.com/en-us/answers/questions/1131751/azureloadbalancer-allow-all-traffic-to-vnet
331,Azure 3-Tier Architecture routing,What is Azure 3-Tier Architecture routing?,1,https://learn.microsoft.com/en-us/answers/questions/1130459/azure-3-tier-architecture-routing
332,Inbound and Outbound same direction - External Load balancer,How do I inbound and Outbound same direction - External Load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1125366/inbound-and-outbound-same-direction-external-load
333,AzureLoadBalancer,What is AzureLoadBalancer?,1,https://learn.microsoft.com/en-us/answers/questions/1123967/azureloadbalancer
334,App Gateway + Load Balancer - When to use them together ?,App Gateway + Load Balancer - When to use them together ?,1,https://learn.microsoft.com/en-us/answers/questions/1121824/app-gateway-load-balancer-when-to-use-them-togethe
335,Load Balancer balancing behavior,What is Load Balancer balancing behavior?,1,https://learn.microsoft.com/en-us/answers/questions/1069610/load-balancer-balancing-behavior
336,Gateway LB with iLB as a passthrough forcing all packets in/out through NVA,How do I gateway LB with iLB as a passthrough forcing all packets in/out through NVA?,1,https://learn.microsoft.com/en-us/answers/questions/1113206/gateway-lb-with-ilb-as-a-passthrough-forcing-all-p
337,failover of VPN gateway to next region using Traffic manager / Azure Global Load Balancer.,How do I resolve: failover of VPN gateway to next region using Traffic manager / Azure Global Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1100028/failover-of-vpn-gateway-to-next-region-using-traff
338,Azure Rest API for retail price,What is Azure Rest API for retail price?,1,https://learn.microsoft.com/en-us/answers/questions/1064982/azure-rest-api-for-retail-price
339,Azure Hub and Spoke Topology - Where to locate VMs with Public IP,How do I azure Hub and Spoke Topology - Where to locate VMs with Public IP?,1,https://learn.microsoft.com/en-us/answers/questions/1094924/azure-hub-and-spoke-topology-where-to-locate-vms-w
340,Azure load balancer backend pools stuck in Stopped (Deallocated) state,How do I azure load balancer backend pools stuck in Stopped (Deallocated) state?,1,https://learn.microsoft.com/en-us/answers/questions/1079129/azure-load-balancer-backend-pools-stuck-in-stopped
341,load balancer don't public website https,What is load balancer don't public website https?,1,https://learn.microsoft.com/en-us/answers/questions/1061636/load-balancer-dont-public-website-https
342,Not able to add backend to the Load balancer,How do I not able to add backend to the Load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1067378/not-able-to-add-backend-to-the-load-balancer
343,aks load balancer with ip prefix and fixed public ip,How do I aks load balancer with ip prefix and fixed public ip?,1,https://learn.microsoft.com/en-us/answers/questions/1050958/aks-load-balancer-with-ip-prefix-and-fixed-public
344,Load Balancer is not sending CEF messages to Syslog Collectors received from Source but Sending Syslog messages,How do I load Balancer is not sending CEF messages to Syslog Collectors received from Source but Sending Syslog messages?,1,https://learn.microsoft.com/en-us/answers/questions/773057/load-balancer-is-not-sending-cef-messages-to-syslo
345,Changing only the IP allocation method of Load Balancer Service in AKS doesn't work,How do I resolve: Changing only the IP allocation method of Load Balancer Service in AKS doesn't work?,1,https://learn.microsoft.com/en-us/answers/questions/1048447/changing-only-the-ip-allocation-method-of-load-bal
346,Powershell script for exporting LB configuration,What is Powershell script for exporting LB configuration?,1,https://learn.microsoft.com/en-us/answers/questions/1036144/powershell-script-for-exporting-lb-configuration
347,Why is Load balancer only sending traffic to some healthy VMs?,Why is Load balancer only sending traffic to some healthy VMs?,1,https://learn.microsoft.com/en-us/answers/questions/1040214/why-is-load-balancer-only-sending-traffic-to-some
348,Azure  vms are not able to fetch the Public IP address of the Public Load balancer,How do I azure  vms are not able to fetch the Public IP address of the Public Load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1021985/azure-vms-are-not-able-to-fetch-the-public-ip-addr
349,Latency Issues with file uploads,How do I resolve: Latency Issues with file uploads?,1,https://learn.microsoft.com/en-us/answers/questions/1011473/latency-issues-with-file-uploads
350,Question about free services,What is Question about free services?,1,https://learn.microsoft.com/en-us/answers/questions/1011474/question-about-free-services
351,Azure forcing to create a Standard LB instead of Basic LB.,How do I azure forcing to create a Standard LB instead of Basic LB?,1,https://learn.microsoft.com/en-us/answers/questions/1001585/azure-forcing-to-create-a-standard-lb-instead-of-b
352,How to monitor traffic between each blade in Azure Load Balancer during load test ?,How to monitor traffic between each blade in Azure Load Balancer during load test?,1,https://learn.microsoft.com/en-us/answers/questions/1001908/how-to-monitor-traffic-between-each-blade-in-azure
353,"Azure External Load balancer - Want to Add Outbound rule , but the ""Backend Pool"" blackout ?!! Not able to input it ?!","How do I azure External Load balancer - Want to Add Outbound rule , but the ""Backend Pool"" blackout ?!! Not able to input it?",1,https://learn.microsoft.com/en-us/answers/questions/980958/azure-external-load-balancer-want-to-add-outbound
354,how long azure ilb keep the session afinity if i enabled 3 tulple hashing,how long azure ilb keep the session afinity if i enabled 3 tulple hashing?,1,https://learn.microsoft.com/en-us/answers/questions/982690/how-long-azure-ilb-keep-the-session-afinity-if-i-e
355,How does Load Balancer redirect request flow to HTTPS service,How does Load Balancer redirect request flow to HTTPS service?,1,https://learn.microsoft.com/en-us/answers/questions/982496/how-does-load-balancer-redirect-request-flow-to-ht
356,DNS Internal Resolution public Ip,What is DNS Internal Resolution public Ip?,1,https://learn.microsoft.com/en-us/answers/questions/980834/dns-internal-resolution-public-ip
357,How to access backend load balancer Vms with port 443.,How to access backend load balancer Vms with port 443?,1,https://learn.microsoft.com/en-us/answers/questions/966752/how-to-access-backend-load-balancer-vms-with-port
358,Azure environments,What is Azure environments?,1,https://learn.microsoft.com/en-us/answers/questions/955578/azure-environments
359,Is there an azure service that is able to find an optimum connection to the server from two endpoints?,Is there an azure service that is able to find an optimum connection to the server from two endpoints?,1,https://learn.microsoft.com/en-us/answers/questions/952491/is-there-an-azure-service-that-is-able-to-find-an
360,Probe interval tuning,What is Probe interval tuning?,1,https://learn.microsoft.com/en-us/answers/questions/943427/probe-interval-tuning
361,NAT Gateway Configuration for azure Internal load balancer,How do I nAT Gateway Configuration for azure Internal load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/947405/nat-gateway-configuration-for-azure-internal-load
362,Azure Front Door: How to handle private links to multiple origins on VMs,How do I azure Front Door: How to handle private links to multiple origins on VMs?,1,https://learn.microsoft.com/en-us/answers/questions/944507/azure-front-door-how-to-handle-private-links-to-mu
363,How to create cloned/duplicated networks with same IP Addresses,How to create cloned/duplicated networks with same IP Addresses?,1,https://learn.microsoft.com/en-us/answers/questions/944911/how-to-create-cloned-duplicated-networks-with-same
364,update annotation azure-dns-label-name of azure load balance service,How do I update annotation azure-dns-label-name of azure load balance service?,1,https://learn.microsoft.com/en-us/answers/questions/904421/update-annotation-azure-dns-label-name-of-azure-lo
365,Unable to add Health probe to a Classic LoadBalancer when deployed to Cloud Service (extended support),How do I resolve: Unable to add Health probe to a Classic LoadBalancer when deployed to Cloud Service (extended support)?,1,https://learn.microsoft.com/en-us/answers/questions/917531/unable-to-add-health-probe-to-a-classic-loadbalanc
366,How could I let azure ecmp inbound traffic from internet to mulitple VMs?,How could I let azure ecmp inbound traffic from internet to mulitple VMs?,1,https://learn.microsoft.com/en-us/answers/questions/912240/how-could-i-let-azure-ecmp-inbound-traffic-from-in
367,How to assign public IP address from old cluster to new cluster,How to assign public IP address from old cluster to new cluster?,1,https://learn.microsoft.com/en-us/answers/questions/914767/how-to-assign-public-ip-address-from-old-cluster-t
368,Is Azure Load balancer act like reverse proxy?,Is Azure Load balancer act like reverse proxy?,1,https://learn.microsoft.com/en-us/answers/questions/894874/is-azure-load-balancer-act-like-reverse-proxy
369,Best option to achieve failover for Internal Applications (not exposed to Internet),How do I resolve: Best option to achieve failover for Internal Applications (not exposed to Internet)?,1,https://learn.microsoft.com/en-us/answers/questions/896740/best-option-to-achieve-failover-for-internal-appli
370,Azure Internal(Private) Load Balancer does not seem to process/forward the IP Fragmented packets received over UDP Transport,How do I azure Internal(Private) Load Balancer does not seem to process/forward the IP Fragmented packets received over UDP Transport?,1,https://learn.microsoft.com/en-us/answers/questions/899257/azure-internal(private)-load-balancer-does-not-see
371,What is Port 0 in Load Balancer ?,What is Port 0 in Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/890834/what-is-port-0-in-load-balancer
372,Session Related issue while using Load Balancer,How do I resolve: Session Related issue while using Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/889042/session-related-issue-while-using-load-balancer
373,Azure Load Balancer HTTP health probe method,What is Azure Load Balancer HTTP health probe method?,1,https://learn.microsoft.com/en-us/answers/questions/881979/azure-load-balancer-http-health-probe-method
374,Loadbalancer for backend Services secured with SSL,What is Loadbalancer for backend Services secured with SSL?,1,https://learn.microsoft.com/en-us/answers/questions/425217/loadbalancer-for-backend-services-secured-with-ssl
375,Azure Load Balancer-Private Endpoint configuration questions.,How do I azure Load Balancer-Private Endpoint configuration questions?,1,https://learn.microsoft.com/en-us/answers/questions/826982/azure-load-balancer-private-endpoint-configuration
376,Azure Load Balancer to Check if HTTP Response Has No Status Code,How do I azure Load Balancer to Check if HTTP Response Has No Status Code?,1,https://learn.microsoft.com/en-us/answers/questions/860213/azure-load-balancer-to-check-if-http-response-has
377,Can virtual machine scale sets without inbound NAT rules,Can virtual machine scale sets without inbound NAT rules?,1,https://learn.microsoft.com/en-us/answers/questions/809350/can-virtual-machine-scale-sets-without-inbound-nat
378,Azure Service High Availabitlity in Switzerland,What is Azure Service High Availabitlity in Switzerland?,1,https://learn.microsoft.com/en-us/answers/questions/852881/azure-service-high-availabitlity-in-switzerland
379,How to push azure load balancer logs to storage account?,How to push azure load balancer logs to storage account?,1,https://learn.microsoft.com/en-us/answers/questions/824620/how-to-push-azure-load-balancer-logs-to-storage-ac
380,VM default outbound access blocked if another VM has explicit outbound configured?,VM default outbound access blocked if another VM has explicit outbound configured?,1,https://learn.microsoft.com/en-us/answers/questions/834195/vm-default-outbound-access-blocked-if-another-vm-h
381,SSH Access Through Azure LB,What is SSH Access Through Azure LB?,1,https://learn.microsoft.com/en-us/answers/questions/831645/ssh-access-through-azure-lb
382,Application Gateway - active and passive,What is Application Gateway - active and passive?,1,https://learn.microsoft.com/en-us/answers/questions/825487/application-gateway-active-and-passive
383,Load balancer not forwarding port,What is Load balancer not forwarding port?,1,https://learn.microsoft.com/en-us/answers/questions/818290/load-balancer-not-forwarding-port
384,Need to monitor some resources.,How do I need to monitor some resources?,1,https://learn.microsoft.com/en-us/answers/questions/799218/need-to-monitor-some-resources
385,.NET 4.8 | SignalR connection to server behind Load balancer | On Premise,How do I .NET 4.8 | SignalR connection to server behind Load balancer | On Premise?,1,https://learn.microsoft.com/en-us/answers/questions/806756/net-4-8-signalr-connection-to-server-behind-load-b
386,Azure Networking,What is Azure Networking?,1,https://learn.microsoft.com/en-us/answers/questions/776766/azure-networking
387,Can't ping Availability Group cluster IP from passive node in Alwyas On AG SQL Cluster in Azure,How do I can't ping Availability Group cluster IP from passive node in Alwyas On AG SQL Cluster in Azure?,1,https://learn.microsoft.com/en-us/answers/questions/786595/cant-ping-availability-group-cluster-ip-from-passi
388,Load balancer does not resolve when creating Service object,How do I load balancer does not resolve when creating Service object?,1,https://learn.microsoft.com/en-us/answers/questions/793697/load-balancer-does-not-resolve-when-creating-servi
389,Forward packages from one load balancer to another load balancer,How do I forward packages from one load balancer to another load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/786333/forward-packages-from-one-load-balancer-to-another
390,Azure External LB - HA ports,What is Azure External LB - HA ports?,1,https://learn.microsoft.com/en-us/answers/questions/777852/azure-external-lb-ha-ports
391,Location of resources,What is Location of resources?,1,https://learn.microsoft.com/en-us/answers/questions/772816/location-of-resources
392,Two VMs are attached to LB and one is down then how you will manage user request to reduse Slowness,How do I two VMs are attached to LB and one is down then how you will manage user request to reduse Slowness?,1,https://learn.microsoft.com/en-us/answers/questions/762606/two-vms-are-attached-to-lb-and-one-is-down-then-ho
393,Azure ilb ipv6,What is Azure ilb ipv6?,1,https://learn.microsoft.com/en-us/answers/questions/752131/azure-ilb-ipv6
394,Support for tls v1.3 for App Services,How do I support for tls v1.3 for App Services?,1,https://learn.microsoft.com/en-us/answers/questions/763818/support-for-tls-v1-3-for-app-services
395,Can I configure Same VIP with same subnet of VM on Same VPC?,Can I configure Same VIP with same subnet of VM on Same VPC?,1,https://learn.microsoft.com/en-us/answers/questions/722508/can-i-configure-same-vip-with-same-subnet-of-vm-on
396,Shutting down application that is served behind Azure LB gracefully,How do I shutting down application that is served behind Azure LB gracefully?,1,https://learn.microsoft.com/en-us/answers/questions/571764/shutting-down-application-that-is-served-behind-az
397,Cannot configure VMSS with network interfaces with public ip and backend pool with outbound rules. Please remove one of them to continue.,How do I resolve: Cannot configure VMSS with network interfaces with public ip and backend pool with outbound rules. Please remove one of them to continue?,1,https://learn.microsoft.com/en-us/answers/questions/738825/cannot-configure-vmss-with-network-interfaces-with
398,error: http2: client connection lost for azure kubernetes service,How do I resolve: error: http2: client connection lost for azure kubernetes service?,1,https://learn.microsoft.com/en-us/answers/questions/685763/error-http2-client-connection-lost-for-azure-kuber
